word,ssc_10_rel_error,ssc_25_rel_error,ssc_50_rel_error,ssc_70_rel_error
acreditarse, 10, 1.0
acreditarte, 10, 1.0
acreditaré, 10, 1.0
acreditasen, 10, 1.0
acredite, 10, 0.0
acreditábamos, 10, 1.0
acreditó, 10, 0.0
acreedor, 10, 0.0
acribado, 10, 0.0
acribarme, 10, 0.0
activo, 10, 0.0
acto, 10, 0.0
actores, 10, 0.0
actos, 10, 0.0
acuchilladas, 10, 1.0
acuchillado, 10, 0.5
acuchillador, 10, 0.5
acucies, 10, 0.0
acuciéis, 10, 0.0
acuda, 10, 0.333
acudas, 10, 0.0
acude, 10, 0.0
acudid, 10, 0.667
acudido, 10, 0.0
acudieron, 10, 0.0
acudiesen, 10, 0.0
acudimos, 10, 0.0
acudir, 10, 0.0
acudirás, 10, 0.0
acudiría, 10, 0.0
acudiéronme, 10, 1.0
acudió, 10, 0.0
acudí, 10, 0.0
acudían, 10, 0.0
acuerda, 10, 0.0
acuerdan, 10, 0.333
acuerdas, 10, 0.0
acuerde, 10, 0.0
acuerdo, 10, 0.0
acuerdos, 10, 0.0
acuesta, 10, 0.0
acuestan, 10, 0.0
acuitaráse, 10, 1.0
acuitéis, 10, 0.0
acullá, 10, 0.0
acurrucó, 10, 0.0
acusado, 10, 0.0
acusar, 10, 0.0
acutos, 10, 0.0
acuérdate, 10, 0.0
acuérdome, 10, 0.0
acá, 10, 0.0
acábese, 10, 0.0
acémila, 10, 0.0
acíbar, 10, 0.0
acólitos, 10, 0.0
adalid, 10, 0.0
adamaba, 10, 0.0
adamada, 10, 0.0
adamar, 10, 0.0
adamo, 10, 0.0
adarga, 10, 0.0
adargas, 10, 0.5
adarme, 10, 0.0
adarva, 10, 0.0
adelanta, 10, 0.0
adelantaba, 10, 1.0
adelantado, 10, 0.25
adelantados, 10, 0.5
adelantara, 10, 1.0
adelantaron, 10, 1.0
adelantasen, 10, 1.0
adelante, 10, 0.0
adelantándose, 10, 1.0
adelantó, 10, 0.167
adelantóse, 10, 1.0
adelfas, 10, 0.0
adelgaza, 10, 0.0
adeliñado, 10, 0.0
adeliñase, 10, 0.0
adeliño, 10, 0.0
ademanes, 10, 0.0
ademán, 10, 0.0
además, 10, 0.0
adentro, 10, 0.0
aderece, 10, 0.0
aderezaban, 10, 1.0
aderezada, 10, 0.0
aderezado, 10, 0.0
aderezados, 10, 0.333
aderezando, 10, 1.0
aderezar, 10, 0.0
aderezarla, 10, 1.0
aderezarles, 10, 1.0
aderezaron, 10, 0.5
aderezas, 10, 0.0
aderezasen, 10, 0.5
aderezaste, 10, 1.0
aderezo, 10, 0.0
aderezáronse, 10, 1.0
aderezó, 10, 0.0
aderezólas, 10, 1.0
adevinaba, 10, 0.333
adherentes, 10, 0.25
aditamento, 10, 1.0
aditamentos, 10, 1.0
adivas, 10, 0.0
adivina, 10, 0.0
adivinaba, 10, 0.0
adivinando, 10, 1.0
adivinanzas, 10, 0.25
adivinar, 10, 0.5
adivinase, 10, 0.0
adivinen, 10, 0.0
adivino, 10, 0.143
adivinos, 10, 0.0
adivinéle, 10, 0.0
adiós, 10, 0.0
administración, 10, 1.0
administrando, 10, 1.0
administrar, 10, 1.0
adminícula, 10, 1.0
admira, 10, 0.0
admiraba, 10, 0.0
admiraban, 10, 0.0
admirable, 10, 0.0
admirablemente, 10, 1.0
admirables, 10, 0.143
admiración, 10, 0.025
admirada, 10, 0.111
admiradas, 10, 0.0
admirado, 10, 0.0
admirados, 10, 0.0
admiran, 10, 0.667
admirar, 10, 0.0
admirara, 10, 0.0
admiraran, 10, 0.0
admirarla, 10, 0.0
admiraron, 10, 0.0
admirarse, 10, 0.0
admirarás, 10, 0.0
admirativa, 10, 1.0
admire, 10, 0.5
admiren, 10, 0.0
admiro, 10, 0.0
admirábame, 10, 1.0
admirábanse, 10, 0.333
admirábase, 10, 0.333
admirándose, 10, 0.5
admiráronse, 10, 0.25
admiréme, 10, 0.0
admiró, 10, 0.0
admiróle, 10, 0.0
admiróme, 10, 0.0
admiróse, 10, 0.0
admita, 10, 0.0
admite, 10, 0.5
admitidas, 10, 0.0
admitidos, 10, 0.0
admitieron, 10, 1.0
admitir, 10, 0.0
admitirlas, 10, 1.0
admitirlos, 10, 1.0
adoban, 10, 0.0
adobarlo, 10, 0.0
adobaría, 10, 0.0
adobo, 10, 0.0
adobándoseme, 10, 1.0
adonde, 10, 0.01
adondequiera, 10, 0.2
adoquiera, 10, 0.0
adora, 10, 0.25
adoraba, 10, 0.5
adoran, 10, 0.0
adorar, 10, 0.5
adorase, 10, 0.0
adornada, 10, 0.0
adornadas, 10, 0.0
adornado, 10, 0.0
adornados, 10, 0.0
adornan, 10, 0.333
adornar, 10, 0.0
adornaren, 10, 0.0
adornaron, 10, 0.0
adornarse, 10, 0.0
adornarte, 10, 0.0
adornen, 10, 0.0
adornes, 10, 0.0
adorno, 10, 0.0
adornos, 10, 0.0
adornó, 10, 0.0
adoro, 10, 0.0
adquiere, 10, 0.0
adquirida, 10, 0.0
adquiriendo, 10, 0.5
adquirir, 10, 0.0
adriano, 10, 0.0
adulación, 10, 0.0
adulador, 10, 0.0
adulterado, 10, 1.0
aduló, 10, 0.0
adunia, 10, 0.0
advenediza, 10, 1.0
adversae, 10, 0.0
adversidades, 10, 1.0
adversos, 10, 0.0
advertencia, 10, 0.25
advertid, 10, 0.091
advertida, 10, 0.167
advertidas, 10, 1.0
advertido, 10, 0.0
advertidos, 10, 0.333
advertimento, 10, 1.0
advertimiento, 10, 0.2
advertimientos, 10, 0.25
advertir, 10, 0.0
advertirle, 10, 1.0
advertirme, 10, 1.0
advertirte, 10, 1.0
advertirás, 10, 1.0
advierta, 10, 0.0
adviertan, 10, 0.0
adviertas, 10, 0.0
advierte, 10, 0.0
adviertes, 10, 0.0
advirtiendo, 10, 0.25
advirtieron, 10, 0.25
advirtiese, 10, 0.167
advirtiéndole, 10, 1.0
advirtióle, 10, 1.0
adviértase, 10, 1.0
adán, 10, 0.0
adónde, 10, 0.0
afabilidad, 10, 1.0
afable, 10, 0.333
afeaban, 10, 0.0
afectación, 10, 0.333
afectadas, 10, 0.0
afectos, 10, 0.0
afectuosa, 10, 0.0
aferrados, 10, 0.0
afeó, 10, 0.0
aficionaba, 10, 1.0
aficionada, 10, 0.5
aficionadas, 10, 1.0
aficionado, 10, 0.1
aficionados, 10, 0.5
aficionando, 10, 1.0
aficionaron, 10, 1.0
aficionó, 10, 0.0
afición, 10, 0.0
afinada, 10, 0.0
afincamiento, 10, 0.333
afinándola, 10, 1.0
afirma, 10, 0.0
afirmaba, 10, 0.0
afirman, 10, 0.0
afirmar, 10, 0.0
afirmarla, 10, 0.0
afirmaron, 10, 0.0
afirmativamente, 10, 1.0
afirmo, 10, 0.333
afirmándose, 10, 0.5
afirmó, 10, 0.333
afliciones, 10, 1.0
aflición, 10, 0.0
aflige, 10, 0.0
afligida, 10, 0.0
afligidas, 10, 0.0
afligido, 10, 0.0
afligidos, 10, 0.0
afligirse, 10, 0.5
afligióse, 10, 0.0
afligiósele, 10, 1.0
afligía, 10, 0.0
aforismo, 10, 0.0
aforismos, 10, 0.0
aforrado, 10, 0.5
aforro, 10, 0.0
afortunada, 10, 0.333
afortunado, 10, 1.0
afrenta, 10, 0.0
afrentaba, 10, 0.0
afrentado, 10, 0.0
afrentados, 10, 0.25
afrentar, 10, 0.0
afrentarse, 10, 1.0
afrentas, 10, 0.333
afrente, 10, 0.0
afrentes, 10, 0.0
africa, 10, 0.0
africanas, 10, 0.0
afrontara, 10, 0.0
afuera, 10, 0.0
agalla, 10, 0.0
agallas, 10, 0.0
agarenos, 10, 0.0
agasajado, 10, 0.0
agasajamos, 10, 1.0
agasajar, 10, 0.0
agazapa, 10, 0.0
agazapar, 10, 0.0
agazapasen, 10, 1.0
agazapándose, 10, 1.0
agazapó, 10, 0.0
agi, 10, 0.0
agigantado, 10, 1.0
agilítanse, 10, 1.0
agobiaba, 10, 0.0
agobiada, 10, 0.0
agobiado, 10, 0.333
agobiándola, 10, 1.0
agora, 10, 0.0
agorero, 10, 0.333
agoreros, 10, 0.0
agostado, 10, 0.0
agosto, 10, 0.0
agostos, 10, 0.0
agraciada, 10, 0.0
agraciado, 10, 0.0
agrada, 10, 0.0
agradaba, 10, 0.0
agradable, 10, 0.0
agradablemente, 10, 1.0
agradables, 10, 0.2
agradar, 10, 0.0
agradare, 10, 0.0
agradecemos, 10, 1.0
agradecer, 10, 0.0
agradecerlo, 10, 1.0
agradeceros, 10, 1.0
agradeceré, 10, 1.0
agradecida, 10, 0.143
agradecidas, 10, 1.0
agradecido, 10, 0.077
agradecidos, 10, 0.25
agradecidísimo, 10, 1.0
agradeciendo, 10, 0.5
agradeciera, 10, 1.0
agradecieron, 10, 0.333
agradecimiento, 10, 0.111
agradeciéndole, 10, 0.5
agradeciéndoselo, 10, 1.0
agradeciéronselo, 10, 1.0
agradeció, 10, 0.0
agradecióle, 10, 1.0
agradeciólo, 10, 1.0
agradecióselo, 10, 0.5
agradecéroslas, 10, 1.0
agradecéroslo, 10, 1.0
agradecérselo, 10, 1.0
agradecía, 10, 0.0
agradecíamos, 10, 1.0
agradezcas, 10, 1.0
agradezco, 10, 0.0
agrado, 10, 0.0
agradézcoos, 10, 1.0
