Word, Count, Time_exc
salve, 3, 0.025, 70
salves, 1, 0.025, 70
salvo, 22, 0.025, 70
salvoconduto, 3, 0.025, 70
salvó, 1, 0.025, 70
salí, 16, 0.025, 70
salía, 13, 0.025, 70
salíale, 1, 0.025, 70
salían, 12, 0.025, 70
salíos, 1, 0.025, 70
sambenito, 1, 0.025, 70
san, 32, 0.025, 70
sana, 8, 0.025, 70
sanaba, 2, 0.025, 70
sanado, 1, 0.025, 70
sanar, 2, 0.025, 70
sanaremos, 1, 0.025, 70
sanarlas, 1, 0.025, 70
sanarás, 1, 0.025, 70
sanas, 3, 0.025, 70
sanase, 2, 0.025, 70
sanazaro, 1, 0.025, 70
sancha, 8, 0.025, 70
sanchica, 14, 0.025, 70
sanchico, 1, 0.025, 70
sancho, 1667, 0.025, 70
sanchos, 2, 0.025, 70
sanchuelo, 1, 0.025, 70
sandeces, 13, 0.025, 70
sandez, 10, 0.025, 70
sandio, 5, 0.025, 70
sandoval, 2, 0.025, 70
sane, 2, 0.025, 70
sanen, 1, 0.025, 70
sangran, 1, 0.025, 70
sangrarse, 1, 0.025, 70
sangre, 65, 0.025, 70
sangrienta, 2, 0.025, 70
sangrientas, 3, 0.025, 70
sangrías, 2, 0.025, 70
sanguinolenta, 1, 0.025, 70
sanguínea, 1, 0.025, 70
sanidad, 2, 0.025, 70
sanlúcar, 2, 0.025, 70
sano, 28, 0.025, 70
sanos, 4, 0.025, 70
sansonino, 1, 0.025, 70
sansueña, 3, 0.025, 70
sansón, 62, 0.025, 70
santa, 46, 0.025, 70
santas, 5, 0.025, 70
santiago, 3, 0.025, 70
santidad, 4, 0.025, 70
santiguada, 5, 0.025, 70
santiguarnos, 1, 0.025, 70
santiguaron, 3, 0.025, 70
santiguarse, 2, 0.025, 70
santo, 14, 0.025, 70
santos, 17, 0.025, 70
santuarios, 1, 0.025, 70
santángel, 1, 0.025, 70
santísima, 2, 0.025, 70
santísimo, 2, 0.025, 70
sanó, 1, 0.025, 70
sapos, 3, 0.025, 70
saque, 18, 0.025, 70
saquen, 1, 0.025, 70
saques, 1, 0.025, 70
saqué, 8, 0.025, 70
sarao, 3, 0.025, 70
sardesco, 1, 0.025, 70
sardinas, 2, 0.025, 70
sardo, 1, 0.025, 70
sargas, 2, 0.025, 70
sargel, 3, 0.025, 70
sarna, 4, 0.025, 70
sarra, 3, 0.025, 70
sarta, 8, 0.025, 70
sartas, 1, 0.025, 70
sartenes, 1, 0.025, 70
sartén, 2, 0.025, 70
sastre, 8, 0.025, 70
sastres, 1, 0.025, 70
satanases, 3, 0.025, 70
satanás, 10, 0.025, 70
satisface, 2, 0.025, 70
satisfacelle, 1, 0.025, 70
satisfacer, 10, 0.025, 70
satisfacerlas, 1, 0.025, 70
satisfacerle, 1, 0.025, 70
satisfacerles, 1, 0.025, 70
satisfacerme, 2, 0.025, 70
satisfaceros, 2, 0.025, 70
satisfacerse, 1, 0.025, 70
satisfaciendo, 1, 0.025, 70
satisfación, 15, 0.025, 70
satisfacéis, 1, 0.025, 70
satisfacían, 1, 0.025, 70
satisfaga, 4, 0.025, 70
satisfagas, 2, 0.025, 70
satisfago, 1, 0.025, 70
satisfagáis, 1, 0.025, 70
satisfará, 2, 0.025, 70
satisfarás, 1, 0.025, 70
satisfaré, 6, 0.025, 70
satisfaría, 1, 0.025, 70
satisfecha, 4, 0.025, 70
satisfechas, 2, 0.025, 70
satisfecho, 24, 0.025, 70
satisfechos, 6, 0.025, 70
satisfice, 1, 0.025, 70
satisficiera, 1, 0.025, 70
satisficieron, 1, 0.025, 70
satisfizo, 3, 0.025, 70
saturatio, 1, 0.025, 70
saturninos, 1, 0.025, 70
satíricas, 1, 0.025, 70
satírico, 1, 0.025, 70
sauce, 1, 0.025, 70
sauces, 2, 0.025, 70
saya, 10, 0.025, 70
sayago, 1, 0.025, 70
sayagués, 1, 0.025, 70
sayas, 2, 0.025, 70
sayo, 12, 0.025, 70
sazonada, 1, 0.025, 70
sazonadas, 2, 0.025, 70
sazonado, 1, 0.025, 70
sazonados, 1, 0.025, 70
sazones, 1, 0.025, 70
sazón, 82, 0.025, 70
saña, 2, 0.025, 70
scilas, 1, 0.025, 70
scitas, 1, 0.025, 70
scripserunt, 1, 0.025, 70
seca, 6, 0.025, 70
secas, 11, 0.025, 70
seco, 16, 0.025, 70
secos, 1, 0.025, 70
secreta, 6, 0.025, 70
secretamente, 3, 0.025, 70
secretario, 17, 0.025, 70
secretas, 1, 0.025, 70
secreto, 28, 0.025, 70
secretos, 7, 0.025, 70
secta, 2, 0.025, 70
sectas, 1, 0.025, 70
secuaces, 2, 0.025, 70
secutoria, 1, 0.025, 70
secó, 2, 0.025, 70
sed, 17, 0.025, 70
seda, 17, 0.025, 70
sedero, 2, 0.025, 70
sedienta, 1, 0.025, 70
sediento, 1, 0.025, 70
segador, 1, 0.025, 70
segadores, 2, 0.025, 70
segar, 1, 0.025, 70
segarme, 1, 0.025, 70
seglar, 1, 0.025, 70
segovia, 7, 0.025, 70
seguid, 2, 0.025, 70
seguida, 2, 0.025, 70
seguidamente, 1, 0.025, 70
seguidillas, 3, 0.025, 70
seguidme, 1, 0.025, 70
seguido, 6, 0.025, 70
seguidor, 1, 0.025, 70
seguille, 3, 0.025, 70
seguimiento, 1, 0.025, 70
seguir, 33, 0.025, 70
seguirla, 2, 0.025, 70
seguirle, 4, 0.025, 70
seguirá, 1, 0.025, 70
seguiré, 1, 0.025, 70
seguiréis, 1, 0.025, 70
seguiría, 1, 0.025, 70
seguistes, 2, 0.025, 70
segunda, 54, 0.025, 70
segundar, 2, 0.025, 70
segundara, 1, 0.025, 70
segundas, 2, 0.025, 70
segundo, 31, 0.025, 70
segundos, 3, 0.025, 70
segura, 19, 0.025, 70
seguramente, 8, 0.025, 70
seguras, 2, 0.025, 70
seguridad, 17, 0.025, 70
seguro, 41, 0.025, 70
seguros, 5, 0.025, 70
seguí, 1, 0.025, 70
seguía, 8, 0.025, 70
seguíale, 5, 0.025, 70
seguían, 5, 0.025, 70
seguís, 1, 0.025, 70
según, 164, 0.025, 70
seis, 77, 0.025, 70
seiscientos, 17, 0.025, 70
selim, 1, 0.025, 70
sellad, 1, 0.025, 70
sellada, 1, 0.025, 70
selladas, 1, 0.025, 70
sellar, 1, 0.025, 70
sellaron, 1, 0.025, 70
sello, 4, 0.025, 70
selva, 7, 0.025, 70
selvas, 12, 0.025, 70
semana, 5, 0.025, 70
semanas, 1, 0.025, 70
semblante, 4, 0.025, 70
semblantes, 1, 0.025, 70
sembraba, 1, 0.025, 70
sembrad, 1, 0.025, 70
sembrada, 1, 0.025, 70
sembradas, 1, 0.025, 70
sembradura, 1, 0.025, 70
sembrar, 2, 0.025, 70
semeja, 2, 0.025, 70
semejaba, 2, 0.025, 70
semejaban, 2, 0.025, 70
semejan, 2, 0.025, 70
semejante, 27, 0.025, 70
semejantes, 74, 0.025, 70
semejanza, 3, 0.025, 70
semejas, 3, 0.025, 70
semejábades, 1, 0.025, 70
semidoncellas, 1, 0.025, 70
semínimas, 1, 0.025, 70
senado, 2, 0.025, 70
sencilla, 1, 0.025, 70
sencillamente, 2, 0.025, 70
sencillez, 3, 0.025, 70
sencillo, 1, 0.025, 70
sencillos, 1, 0.025, 70
senda, 11, 0.025, 70
sendas, 6, 0.025, 70
sendero, 2, 0.025, 70
senderos, 1, 0.025, 70
sendos, 2, 0.025, 70
seno, 14, 0.025, 70
senos, 2, 0.025, 70
sentada, 7, 0.025, 70
sentado, 24, 0.025, 70
sentados, 3, 0.025, 70
sentaos, 2, 0.025, 70
sentar, 10, 0.025, 70
sentaron, 11, 0.025, 70
sentarse, 5, 0.025, 70
sentase, 4, 0.025, 70
sentencia, 14, 0.025, 70
sentenciado, 3, 0.025, 70
sentencian, 1, 0.025, 70
sentenciare, 2, 0.025, 70
sentencias, 21, 0.025, 70
sentenciáronme, 1, 0.025, 70
sentenciéla, 1, 0.025, 70
sentenció, 1, 0.025, 70
sentible, 1, 0.025, 70
sentimiento, 21, 0.025, 70
sentimientos, 9, 0.025, 70
sentimos, 2, 0.025, 70
sentir, 14, 0.025, 70
sentirle, 1, 0.025, 70
sentirlo, 2, 0.025, 70
sentirme, 1, 0.025, 70
sentirse, 1, 0.025, 70
sentirán, 1, 0.025, 70
sentiré, 1, 0.025, 70
sentiría, 1, 0.025, 70
sentiríades, 1, 0.025, 70
sentiste, 1, 0.025, 70
sentábase, 1, 0.025, 70
sentándose, 5, 0.025, 70
sentáronse, 3, 0.025, 70
senté, 1, 0.025, 70
sentí, 5, 0.025, 70
sentía, 13, 0.025, 70
sentís, 2, 0.025, 70
sentó, 6, 0.025, 70
sentóse, 9, 0.025, 70
sepa, 51, 0.025, 70
sepades, 1, 0.025, 70
sepamos, 8, 0.025, 70
sepan, 9, 0.025, 70
separadas, 1, 0.025, 70
separar, 1, 0.025, 70
sepas, 8, 0.025, 70
sepulcro, 4, 0.025, 70
sepulcros, 2, 0.025, 70
sepultado, 7, 0.025, 70
sepultados, 2, 0.025, 70
sepultan, 1, 0.025, 70
sepultar, 1, 0.025, 70
sepultarlas, 1, 0.025, 70
sepultura, 36, 0.025, 70
sepulturas, 4, 0.025, 70
sepultó, 2, 0.025, 70
sepáis, 9, 0.025, 70
sequedad, 3, 0.025, 70
ser, 1059, 0.025, 70
serena, 1, 0.025, 70
serenar, 1, 0.025, 70
serenidad, 2, 0.025, 70
sereno, 4, 0.025, 70
serenos, 1, 0.025, 70
serenísima, 1, 0.025, 70
serenísimo, 1, 0.025, 70
sergas, 1, 0.025, 70
serles, 1, 0.025, 70
serlo, 36, 0.025, 70
sermoncico, 1, 0.025, 70
sermones, 1, 0.025, 70
sermón, 1, 0.025, 70
sernos, 1, 0.025, 70
seros, 1, 0.025, 70
serpiente, 6, 0.025, 70
serpientes, 2, 0.025, 70
serrallo, 1, 0.025, 70
serrezuela, 1, 0.025, 70
serte, 1, 0.025, 70
servicio, 30, 0.025, 70
servicios, 18, 0.025, 70
servida, 11, 0.025, 70
servidas, 1, 0.025, 70
servido, 51, 0.025, 70
servidor, 2, 0.025, 70
servidores, 3, 0.025, 70
servidorísimos, 1, 0.025, 70
servidos, 8, 0.025, 70
servidumbre, 1, 0.025, 70
servil, 1, 0.025, 70
servilla, 2, 0.025, 70
servillas, 1, 0.025, 70
servimos, 2, 0.025, 70
servir, 53, 0.025, 70
servirla, 4, 0.025, 70
servirle, 8, 0.025, 70
servirles, 1, 0.025, 70
servirme, 1, 0.025, 70
serviros, 12, 0.025, 70
servirse, 3, 0.025, 70
servirte, 3, 0.025, 70
servirá, 4, 0.025, 70
servirán, 3, 0.025, 70
serviré, 3, 0.025, 70
serviría, 1, 0.025, 70
servirían, 2, 0.025, 70
serví, 1, 0.025, 70
servía, 9, 0.025, 70
servían, 11, 0.025, 70
servíanos, 1, 0.025, 70
servíle, 1, 0.025, 70
sesenta, 14, 0.025, 70
sesga, 2, 0.025, 70
sesgo, 1, 0.025, 70
seso, 9, 0.025, 70
sesos, 3, 0.025, 70
sesteando, 1, 0.025, 70
sestear, 3, 0.025, 70
sesto, 1, 0.025, 70
setecientas, 2, 0.025, 70
setecientos, 2, 0.025, 70
setenas, 2, 0.025, 70
setenta, 7, 0.025, 70
setiembre, 1, 0.025, 70
severa, 1, 0.025, 70
severo, 1, 0.025, 70
sevilla, 19, 0.025, 70
sevillano, 1, 0.025, 70
seña, 1, 0.025, 70
señal, 64, 0.025, 70
señala, 2, 0.025, 70
señalaba, 2, 0.025, 70
señalada, 2, 0.025, 70
señaladas, 2, 0.025, 70
señalado, 7, 0.025, 70
señalados, 1, 0.025, 70
señaladísima, 1, 0.025, 70
señalamos, 1, 0.025, 70
señalando, 2, 0.025, 70
señalar, 1, 0.025, 70
señalaran, 1, 0.025, 70
señalaré, 1, 0.025, 70
señalaría, 1, 0.025, 70
señalas, 1, 0.025, 70
señale, 3, 0.025, 70
señales, 39, 0.025, 70
señalo, 1, 0.025, 70
señalé, 1, 0.025, 70
señaló, 1, 0.025, 70
señas, 41, 0.025, 70
señor, 1064, 0.025, 70
señora, 517, 0.025, 70
señoras, 50, 0.025, 70
señorazos, 1, 0.025, 70
señorea, 1, 0.025, 70
señoreaba, 1, 0.025, 70
señores, 151, 0.025, 70
señoril, 1, 0.025, 70
señoritos, 1, 0.025, 70
señoría, 28, 0.025, 70
señorías, 3, 0.025, 70
señorío, 5, 0.025, 70
señoríos, 4, 0.025, 70
señorísimas, 1, 0.025, 70
señuelo, 2, 0.025, 70
señálensele, 1, 0.025, 70
si, 1959, 0.025, 70
sicilia, 3, 0.025, 70
sicut, 2, 0.025, 70
sido, 162, 0.025, 70
siega, 3, 0.025, 70
siempre, 150, 0.025, 70
siendo, 110, 0.025, 70
sienes, 2, 0.025, 70
sienta, 5, 0.025, 70
sientas, 1, 0.025, 70
sienten, 3, 0.025, 70
sientes, 2, 0.025, 70
siento, 13, 0.025, 70
sierpe, 4, 0.025, 70
sierpes, 2, 0.025, 70
sierra, 36, 0.025, 70
sierras, 12, 0.025, 70
siesta, 6, 0.025, 70
siestas, 4, 0.025, 70
siete, 27, 0.025, 70
sietes, 1, 0.025, 70
siga, 4, 0.025, 70
sigamos, 1, 0.025, 70
sigan, 1, 0.025, 70
sigas, 1, 0.025, 70
sigismunda, 1, 0.025, 70
siglo, 14, 0.025, 70
siglos, 41, 0.025, 70
significa, 1, 0.025, 70
significaba, 1, 0.025, 70
significaban, 1, 0.025, 70
significación, 1, 0.025, 70
significado, 2, 0.025, 70
significantes, 2, 0.025, 70
significar, 1, 0.025, 70
significarme, 1, 0.025, 70
significativo, 3, 0.025, 70
significáis, 1, 0.025, 70
significó, 1, 0.025, 70
signis, 1, 0.025, 70
signos, 2, 0.025, 70
signum, 3, 0.025, 70
sigo, 7, 0.025, 70
sigue, 16, 0.025, 70
siguen, 5, 0.025, 70
sigues, 2, 0.025, 70
siguiendo, 10, 0.025, 70
siguiente, 17, 0.025, 70
siguientes, 4, 0.025, 70
siguieron, 14, 0.025, 70
siguiese, 7, 0.025, 70
siguiesen, 2, 0.025, 70
siguimiento, 1, 0.025, 70
siguiéndole, 4, 0.025, 70
siguiéronle, 1, 0.025, 70
siguió, 15, 0.025, 70
siguiólas, 1, 0.025, 70
siguióle, 4, 0.025, 70
sigáis, 1, 0.025, 70
sila, 1, 0.025, 70
silbando, 1, 0.025, 70
silbato, 1, 0.025, 70
silbo, 2, 0.025, 70
silbos, 1, 0.025, 70
silencio, 75, 0.025, 70
sileno, 1, 0.025, 70
silguero, 1, 0.025, 70
silla, 65, 0.025, 70
sillas, 4, 0.025, 70
sillón, 4, 0.025, 70
silo, 1, 0.025, 70
silva, 1, 0.025, 70
silvanos, 1, 0.025, 70
silvato, 1, 0.025, 70
silvestres, 1, 0.025, 70
silvias, 1, 0.025, 70
silvoso, 1, 0.025, 70
sima, 14, 0.025, 70
simiente, 1, 0.025, 70
similitud, 1, 0.025, 70
simple, 27, 0.025, 70
simples, 13, 0.025, 70
simpleza, 2, 0.025, 70
simplicidad, 15, 0.025, 70
simplicidades, 6, 0.025, 70
simplicísimo, 1, 0.025, 70
simulacro, 1, 0.025, 70
simón, 1, 0.025, 70
sinabafas, 1, 0.025, 70
sincera, 2, 0.025, 70
sincero, 2, 0.025, 70
singular, 10, 0.025, 70
singulares, 1, 0.025, 70
siniestra, 3, 0.025, 70
siniestro, 2, 0.025, 70
sinificativo, 1, 0.025, 70
sino, 694, 0.025, 70
sinrazones, 5, 0.025, 70
sinrazón, 5, 0.025, 70
sinsabor, 1, 0.025, 70
sinsabores, 2, 0.025, 70
sintieron, 6, 0.025, 70
sintiese, 2, 0.025, 70
sintieses, 2, 0.025, 70
sintiéndose, 1, 0.025, 70
sintió, 24, 0.025, 70
sintiólo, 1, 0.025, 70
sintióse, 1, 0.025, 70
sinón, 1, 0.025, 70
siquiera, 32, 0.025, 70
sirgo, 3, 0.025, 70
sirtes, 1, 0.025, 70
sirva, 19, 0.025, 70
sirvan, 3, 0.025, 70
sirvas, 1, 0.025, 70
sirve, 16, 0.025, 70
sirven, 15, 0.025, 70
sirves, 1, 0.025, 70
sirviendo, 5, 0.025, 70
sirvientes, 3, 0.025, 70
sirviere, 1, 0.025, 70
sirvieron, 6, 0.025, 70
sirviese, 3, 0.025, 70
sirviesen, 2, 0.025, 70
sirviéndola, 1, 0.025, 70
sirviéndole, 1, 0.025, 70
sirviéremos, 1, 0.025, 70
sirvió, 12, 0.025, 70
sirvo, 6, 0.025, 70
siríaca, 1, 0.025, 70
sitiada, 1, 0.025, 70
sitio, 23, 0.025, 70
sitios, 1, 0.025, 70
siéndole, 1, 0.025, 70
siéndolo, 9, 0.025, 70
siéntate, 1, 0.025, 70
so, 15, 0.025, 70
sobajada, 3, 0.025, 70
soberana, 3, 0.025, 70
soberano, 1, 0.025, 70
soberbia, 10, 0.025, 70
soberbio, 8, 0.025, 70
soberbios, 6, 0.025, 70
sobornó, 1, 0.025, 70
sobra, 7, 0.025, 70
sobraba, 1, 0.025, 70
sobrados, 1, 0.025, 70
sobran, 3, 0.025, 70
sobrar, 1, 0.025, 70
sobrara, 1, 0.025, 70
sobrare, 1, 0.025, 70
sobrará, 1, 0.025, 70
sobras, 6, 0.025, 70
sobrase, 1, 0.025, 70
sobrecarga, 1, 0.025, 70
sobredicho, 1, 0.025, 70
sobreescrito, 3, 0.025, 70
sobrehumana, 2, 0.025, 70
sobrelleve, 1, 0.025, 70
sobremanera, 7, 0.025, 70
sobremodo, 3, 0.025, 70
sobrenaturales, 1, 0.025, 70
sobrenombre, 5, 0.025, 70
sobrenombres, 2, 0.025, 70
sobrepellices, 1, 0.025, 70
sobrepuja, 1, 0.025, 70
sobrepujaban, 1, 0.025, 70
sobrepujar, 1, 0.025, 70
sobrerropa, 1, 0.025, 70
sobresalta, 1, 0.025, 70
sobresaltada, 3, 0.025, 70
sobresaltadas, 1, 0.025, 70
sobresaltado, 1, 0.025, 70
sobresaltan, 2, 0.025, 70
sobresaltar, 1, 0.025, 70
sobresaltaron, 2, 0.025, 70
sobresaltarse, 1, 0.025, 70
sobresaltase, 1, 0.025, 70
sobresalte, 2, 0.025, 70
sobresaltes, 1, 0.025, 70
sobresalto, 30, 0.025, 70
sobresaltos, 4, 0.025, 70
sobresaltó, 2, 0.025, 70
sobresaltóse, 2, 0.025, 70
sobrescrito, 3, 0.025, 70
sobrevenido, 1, 0.025, 70
sobrevinieron, 1, 0.025, 70
sobreviniese, 1, 0.025, 70
sobrevino, 2, 0.025, 70
sobrevista, 1, 0.025, 70
sobrina, 50, 0.025, 70
sobrinas, 3, 0.025, 70
sobrino, 7, 0.025, 70
sobró, 1, 0.025, 70
socaliñado, 1, 0.025, 70
socaliñas, 2, 0.025, 70
socapa, 2, 0.025, 70
socarronamente, 1, 0.025, 70
socarronería, 1, 0.025, 70
socarrón, 13, 0.025, 70
socorra, 4, 0.025, 70
socorre, 3, 0.025, 70
socorred, 2, 0.025, 70
socorredor, 1, 0.025, 70
socorrella, 1, 0.025, 70
socorrelle, 1, 0.025, 70
socorren, 1, 0.025, 70
socorrer, 8, 0.025, 70
socorrerle, 4, 0.025, 70
socorreros, 1, 0.025, 70
socorrida, 2, 0.025, 70
socorrido, 2, 0.025, 70
socorriendo, 3, 0.025, 70
socorriese, 5, 0.025, 70
socorrió, 1, 0.025, 70
socorro, 12, 0.025, 70
socorros, 2, 0.025, 70
socorría, 1, 0.025, 70
soeces, 2, 0.025, 70
soez, 6, 0.025, 70
soficiente, 1, 0.025, 70
sofistería, 1, 0.025, 70
sofístico, 1, 0.025, 70
soga, 16, 0.025, 70
sogas, 3, 0.025, 70
soguilla, 4, 0.025, 70
sol, 78, 0.025, 70
sola, 61, 0.025, 70
solamente, 29, 0.025, 70
solapa, 2, 0.025, 70
solapada, 1, 0.025, 70
solapar, 1, 0.025, 70
solar, 1, 0.025, 70
solas, 30, 0.025, 70
solaz, 1, 0.025, 70
solazando, 2, 0.025, 70
solazaron, 1, 0.025, 70
solazarse, 1, 0.025, 70
solazasen, 1, 0.025, 70
solazándose, 1, 0.025, 70
soldada, 2, 0.025, 70
soldadesca, 2, 0.025, 70
soldado, 35, 0.025, 70
soldados, 30, 0.025, 70
soldar, 1, 0.025, 70
soldarse, 1, 0.025, 70
soledad, 21, 0.025, 70
soledades, 10, 0.025, 70
solemos, 2, 0.025, 70
solene, 1, 0.025, 70
solenes, 2, 0.025, 70
solenizadas, 1, 0.025, 70
solenizados, 1, 0.025, 70
solenizalle, 1, 0.025, 70
solenizar, 1, 0.025, 70
solenísimas, 1, 0.025, 70
soles, 3, 0.025, 70
soliadisa, 1, 0.025, 70
solicita, 1, 0.025, 70
solicitada, 3, 0.025, 70
solicitado, 3, 0.025, 70
solicitalla, 1, 0.025, 70
solicitallo, 1, 0.025, 70
solicitan, 3, 0.025, 70
solicitar, 3, 0.025, 70
solicitares, 1, 0.025, 70
solicitarle, 1, 0.025, 70
solicitaré, 1, 0.025, 70
solicitaste, 1, 0.025, 70
solicite, 2, 0.025, 70
solicito, 3, 0.025, 70
solicitud, 11, 0.025, 70
solicitudes, 3, 0.025, 70
solicitó, 2, 0.025, 70
soliloquio, 2, 0.025, 70
solisdán, 1, 0.025, 70
solitarios, 1, 0.025, 70
sollozos, 9, 0.025, 70
solo, 100, 0.025, 70
solos, 33, 0.025, 70
solsticios, 1, 0.025, 70
soltaba, 1, 0.025, 70
soltaban, 1, 0.025, 70
soltalle, 2, 0.025, 70
soltando, 1, 0.025, 70
soltar, 10, 0.025, 70
soltara, 1, 0.025, 70
soltarlos, 1, 0.025, 70
soltaron, 3, 0.025, 70
soltarse, 3, 0.025, 70
soltarte, 1, 0.025, 70
soltasen, 1, 0.025, 70
soltero, 1, 0.025, 70
solteros, 2, 0.025, 70
soltura, 3, 0.025, 70
solté, 1, 0.025, 70
soltó, 10, 0.025, 70
solus, 1, 0.025, 70
solía, 17, 0.025, 70
solíades, 1, 0.025, 70
solíamos, 1, 0.025, 70
solían, 3, 0.025, 70
solías, 1, 0.025, 70
solícita, 1, 0.025, 70
solícitas, 1, 0.025, 70
solícito, 3, 0.025, 70
solícitos, 3, 0.025, 70
solón, 1, 0.025, 70
sombra, 34, 0.025, 70
sombras, 2, 0.025, 70
sombrero, 6, 0.025, 70
sombrosos, 1, 0.025, 70
sombríos, 1, 0.025, 70
sonaba, 6, 0.025, 70
sonaban, 6, 0.025, 70
sonadas, 2, 0.025, 70
sonajas, 2, 0.025, 70
sonando, 1, 0.025, 70
sonante, 1, 0.025, 70
sonar, 4, 0.025, 70
sonara, 1, 0.025, 70
sonaron, 5, 0.025, 70
sonarse, 1, 0.025, 70
sonda, 1, 0.025, 70
sones, 1, 0.025, 70
soneto, 29, 0.025, 70
sonetos, 10, 0.025, 70
sonido, 3, 0.025, 70
sonidos, 2, 0.025, 70
sonora, 2, 0.025, 70
sonoro, 2, 0.025, 70
sonreía, 1, 0.025, 70
sonrieron, 1, 0.025, 70
sonriéndose, 1, 0.025, 70
sonsaca, 1, 0.025, 70
sonsacado, 1, 0.025, 70
sonsacarles, 1, 0.025, 70
sonó, 2, 0.025, 70
sopa, 2, 0.025, 70
sopla, 3, 0.025, 70
soplaba, 1, 0.025, 70
soplando, 1, 0.025, 70
soplar, 4, 0.025, 70
soplaron, 1, 0.025, 70
soplo, 1, 0.025, 70
soplándole, 1, 0.025, 70
sorbiese, 1, 0.025, 70
sorda, 2, 0.025, 70
sordo, 6, 0.025, 70
sordos, 2, 0.025, 70
sorrento, 1, 0.025, 70
sortija, 3, 0.025, 70
sortijas, 2, 0.025, 70
sosegad, 1, 0.025, 70
sosegada, 7, 0.025, 70
sosegadamente, 5, 0.025, 70
sosegadas, 2, 0.025, 70
sosegado, 16, 0.025, 70
sosegados, 7, 0.025, 70
sosegaos, 2, 0.025, 70
sosegar, 5, 0.025, 70
sosegaron, 2, 0.025, 70
sosegarse, 3, 0.025, 70
sosegase, 2, 0.025, 70
sosegasen, 1, 0.025, 70
soseguéis, 1, 0.025, 70
sosegándole, 1, 0.025, 70
sosegáronse, 1, 0.025, 70
sosegó, 3, 0.025, 70
sosegóse, 3, 0.025, 70
sosiego, 31, 0.025, 70
sosiegue, 2, 0.025, 70
sosieguen, 1, 0.025, 70
sosiégate, 1, 0.025, 70
sosiéguese, 2, 0.025, 70
soslayo, 1, 0.025, 70
sospecha, 17, 0.025, 70
sospechaba, 3, 0.025, 70
sospechar, 2, 0.025, 70
sospechas, 10, 0.025, 70
sospechaste, 1, 0.025, 70
sospechosa, 1, 0.025, 70
sospechoso, 1, 0.025, 70
sospechosos, 1, 0.025, 70
sospira, 2, 0.025, 70
sospirando, 1, 0.025, 70
sospirar, 1, 0.025, 70
sospirará, 1, 0.025, 70
sospiro, 2, 0.025, 70
sospiros, 4, 0.025, 70
sospiró, 1, 0.025, 70
sostener, 1, 0.025, 70
sostenerme, 2, 0.025, 70
sostengo, 1, 0.025, 70
sostenido, 1, 0.025, 70
sostenía, 7, 0.025, 70
sostenían, 1, 0.025, 70
sostuvo, 1, 0.025, 70
sota, 1, 0.025, 70
sotaermitaño, 1, 0.025, 70
sotana, 2, 0.025, 70
sotanilla, 1, 0.025, 70
sotavento, 1, 0.025, 70
sotil, 1, 0.025, 70
sotiles, 1, 0.025, 70
sotileza, 1, 0.025, 70
sotilezas, 1, 0.025, 70
sotilmente, 1, 0.025, 70
soñaba, 1, 0.025, 70
soñadas, 4, 0.025, 70
soñado, 1, 0.025, 70
soñando, 1, 0.025, 70
soñar, 3, 0.025, 70
soñolienta, 1, 0.025, 70
soñoliento, 1, 0.025, 70
soñolientos, 1, 0.025, 70
spero, 1, 0.025, 70
stultorum, 1, 0.025, 70
stupendo, 1, 0.025, 70
suadente, 1, 0.025, 70
suave, 15, 0.025, 70
suavemente, 1, 0.025, 70
suaves, 5, 0.025, 70
suavidad, 4, 0.025, 70
suavísima, 1, 0.025, 70
suavísimamente, 1, 0.025, 70
suba, 9, 0.025, 70
subamos, 2, 0.025, 70
subas, 1, 0.025, 70
sube, 5, 0.025, 70
suben, 4, 0.025, 70
subid, 2, 0.025, 70
subida, 2, 0.025, 70
subido, 9, 0.025, 70
subiendo, 6, 0.025, 70
subieres, 1, 0.025, 70
subieron, 16, 0.025, 70
subiese, 5, 0.025, 70
subimos, 1, 0.025, 70
subir, 43, 0.025, 70
subirme, 1, 0.025, 70
subirse, 2, 0.025, 70
subirá, 1, 0.025, 70
subiste, 1, 0.025, 70
subiéndole, 1, 0.025, 70
subió, 26, 0.025, 70
subjeto, 4, 0.025, 70
sublimada, 1, 0.025, 70
sublimado, 1, 0.025, 70
sublimidad, 1, 0.025, 70
subo, 1, 0.025, 70
subtiles, 1, 0.025, 70
subáis, 1, 0.025, 70
subí, 2, 0.025, 70
subía, 4, 0.025, 70
subían, 1, 0.025, 70
subímonos, 1, 0.025, 70
suceda, 9, 0.025, 70
sucede, 4, 0.025, 70
suceden, 12, 0.025, 70
suceder, 20, 0.025, 70
sucederle, 2, 0.025, 70
sucederles, 3, 0.025, 70
sucederme, 2, 0.025, 70
sucedernos, 2, 0.025, 70
sucederá, 1, 0.025, 70
sucedería, 2, 0.025, 70
sucedida, 1, 0.025, 70
sucedidas, 8, 0.025, 70
sucedido, 52, 0.025, 70
sucedidos, 4, 0.025, 70
sucediere, 5, 0.025, 70
sucedieren, 1, 0.025, 70
sucedieron, 7, 0.025, 70
sucediese, 12, 0.025, 70
sucedió, 94, 0.025, 70
sucedióle, 5, 0.025, 70
sucedióles, 1, 0.025, 70
sucedióme, 1, 0.025, 70
sucedía, 4, 0.025, 70
sucesivamente, 1, 0.025, 70
suceso, 75, 0.025, 70
sucesos, 82, 0.025, 70
sucias, 1, 0.025, 70
