Word, Count, Time_exc
cumbereth, 1, 0.044
cumbrance, 1, 0.044
cumi, 1, 0.044
cummin, 4, 0.044
cunning, 33, 0.044
cunningly, 1, 0.044
cup, 68, 0.044
cupbearer, 1, 0.044
cupbearers, 2, 0.044
cups, 6, 0.044
curdled, 1, 0.044
cure, 5, 0.044
cured, 4, 0.044
cures, 1, 0.044
curious, 10, 0.044
curiously, 1, 0.044
current, 1, 0.044
curse, 101, 0.044
cursed, 72, 0.044
cursedst, 2, 0.044
curses, 8, 0.044
cursest, 1, 0.044
curseth, 10, 0.044
cursing, 12, 0.044
cursings, 1, 0.044
curtain, 26, 0.044
curtains, 31, 0.044
cush, 7, 0.044
cushan, 1, 0.044
cushi, 10, 0.044
custody, 5, 0.044
custom, 20, 0.044
customs, 7, 0.044
cut, 320, 0.044
cuth, 1, 0.044
cuthah, 1, 0.044
cuttest, 1, 0.044
cutteth, 6, 0.044
cutting, 5, 0.044
cuttings, 3, 0.044
cymbal, 1, 0.044
cymbals, 16, 0.044
cypress, 1, 0.044
cyprus, 8, 0.044
cyrene, 4, 0.044
cyrenian, 2, 0.044
cyrenians, 1, 0.044
cyrenius, 1, 0.044
cyrus, 23, 0.044
dabareh, 1, 0.044
dabbasheth, 1, 0.044
daberath, 2, 0.044
dagger, 3, 0.044
dagon, 13, 0.044
daily, 63, 0.044
dainties, 3, 0.044
dainty, 3, 0.044
dalaiah, 1, 0.044
dale, 2, 0.044
dalmanutha, 1, 0.044
dalmatia, 1, 0.044
dalphon, 1, 0.044
dam, 5, 0.044
damage, 6, 0.044
damaris, 1, 0.044
damascenes, 1, 0.044
damascus, 60, 0.044
damnable, 1, 0.044
damnation, 11, 0.044
damned, 3, 0.044
damsel, 48, 0.044
damsels, 3, 0.044
dan, 72, 0.044
dance, 8, 0.044
danced, 6, 0.044
dances, 6, 0.044
dancing, 7, 0.044
dandled, 1, 0.044
danger, 7, 0.044
dangerous, 1, 0.044
daniel, 84, 0.044
danites, 4, 0.044
danjaan, 1, 0.044
dannah, 1, 0.044
dara, 1, 0.044
darda, 1, 0.044
dare, 5, 0.044
darius, 25, 0.044
dark, 43, 0.044
darken, 1, 0.044
darkened, 19, 0.044
darkeneth, 1, 0.044
darkish, 1, 0.044
darkly, 1, 0.044
darkness, 162, 0.044
darkon, 2, 0.044
darling, 2, 0.044
dart, 3, 0.044
darts, 4, 0.044
dash, 7, 0.044
dashed, 5, 0.044
dasheth, 2, 0.044
dathan, 10, 0.044
daub, 1, 0.044
daubed, 7, 0.044
daubing, 1, 0.044
daughter, 327, 0.044
daughters, 254, 0.044
david, 1064, 0.044
dawn, 2, 0.044
dawning, 5, 0.044
day, 1743, 0.044
days, 868, 0.044
daysman, 1, 0.044
dayspring, 2, 0.044
daytime, 3, 0.044
deacon, 2, 0.044
deacons, 3, 0.044
dead, 364, 0.044
deadly, 7, 0.044
deadness, 1, 0.044
deaf, 15, 0.044
deal, 60, 0.044
dealer, 1, 0.044
dealers, 2, 0.044
dealest, 2, 0.044
dealeth, 10, 0.044
dealing, 1, 0.044
dealings, 2, 0.044
deals, 19, 0.044
dealt, 57, 0.044
dear, 7, 0.044
dearly, 10, 0.044
dearth, 8, 0.044
death, 372, 0.044
deaths, 4, 0.044
debase, 1, 0.044
debate, 4, 0.044
debates, 1, 0.044
debir, 14, 0.044
deborah, 10, 0.044
debt, 7, 0.044
debtor, 4, 0.044
debtors, 5, 0.044
debts, 2, 0.044
decapolis, 3, 0.044
decay, 1, 0.044
decayed, 2, 0.044
decayeth, 3, 0.044
decease, 2, 0.044
deceased, 2, 0.044
deceit, 34, 0.044
deceitful, 21, 0.044
deceitfully, 11, 0.044
deceitfulness, 3, 0.044
deceits, 2, 0.044
deceivableness, 1, 0.044
deceive, 27, 0.044
deceived, 34, 0.044
deceiver, 5, 0.044
deceivers, 3, 0.044
deceiveth, 6, 0.044
deceiving, 2, 0.044
deceivings, 1, 0.044
decently, 1, 0.044
decided, 1, 0.044
decision, 2, 0.044
deck, 2, 0.044
decked, 6, 0.044
deckedst, 2, 0.044
deckest, 1, 0.044
decketh, 1, 0.044
declaration, 4, 0.044
declare, 95, 0.044
declared, 41, 0.044
declareth, 4, 0.044
declaring, 4, 0.044
decline, 5, 0.044
declined, 4, 0.044
declineth, 2, 0.044
decrease, 2, 0.044
decreased, 1, 0.044
decree, 49, 0.044
decreed, 5, 0.044
decrees, 3, 0.044
dedan, 11, 0.044
dedanim, 1, 0.044
dedicate, 4, 0.044
dedicated, 24, 0.044
dedicating, 2, 0.044
dedication, 10, 0.044
deed, 19, 0.044
deeds, 33, 0.044
deemed, 1, 0.044
deep, 65, 0.044
deeper, 9, 0.044
deeply, 3, 0.044
deepness, 1, 0.044
deeps, 4, 0.044
deer, 1, 0.044
defamed, 1, 0.044
defaming, 1, 0.044
defeat, 2, 0.044
defence, 22, 0.044
defenced, 9, 0.044
defend, 11, 0.044
defended, 2, 0.044
defendest, 1, 0.044
defending, 1, 0.044
defer, 3, 0.044
deferred, 3, 0.044
deferreth, 1, 0.044
defied, 6, 0.044
defile, 39, 0.044
defiled, 71, 0.044
defiledst, 1, 0.044
defileth, 9, 0.044
defraud, 5, 0.044
defrauded, 4, 0.044
defy, 5, 0.044
degenerate, 1, 0.044
degree, 7, 0.044
degrees, 9, 0.044
dehavites, 1, 0.044
dekar, 1, 0.044
delaiah, 6, 0.044
delay, 3, 0.044
delayed, 2, 0.044
delayeth, 2, 0.044
delectable, 1, 0.044
delicacies, 1, 0.044
delicate, 5, 0.044
delicately, 4, 0.044
delicateness, 1, 0.044
delicates, 1, 0.044
deliciously, 2, 0.044
delight, 51, 0.044
delighted, 12, 0.044
delightest, 1, 0.044
delighteth, 14, 0.044
delights, 6, 0.044
delightsome, 1, 0.044
delilah, 6, 0.044
deliver, 296, 0.044
deliverance, 16, 0.044
deliverances, 1, 0.044
delivered, 290, 0.044
deliveredst, 3, 0.044
deliverer, 10, 0.044
deliverest, 2, 0.044
delivereth, 13, 0.044
delivering, 3, 0.044
delivery, 1, 0.044
delusion, 1, 0.044
delusions, 1, 0.044
demand, 4, 0.044
demanded, 7, 0.044
demas, 3, 0.044
demetrius, 3, 0.044
demonstration, 1, 0.044
den, 19, 0.044
denied, 19, 0.044
denieth, 4, 0.044
denounce, 1, 0.044
dens, 9, 0.044
deny, 24, 0.044
denying, 4, 0.044
depart, 125, 0.044
departed, 216, 0.044
departeth, 8, 0.044
departing, 12, 0.044
departure, 2, 0.044
deposed, 1, 0.044
deprived, 3, 0.044
depth, 12, 0.044
depths, 17, 0.044
deputed, 1, 0.044
deputies, 3, 0.044
deputy, 5, 0.044
derbe, 4, 0.044
deride, 1, 0.044
derided, 2, 0.044
derision, 15, 0.044
descend, 10, 0.044
descended, 19, 0.044
descendeth, 1, 0.044
descending, 8, 0.044
descent, 3, 0.044
describe, 4, 0.044
described, 2, 0.044
describeth, 2, 0.044
description, 1, 0.044
descry, 1, 0.044
desert, 42, 0.044
deserts, 6, 0.044
deserve, 1, 0.044
deserveth, 1, 0.044
deserving, 1, 0.044
desirable, 3, 0.044
desire, 111, 0.044
desired, 50, 0.044
desiredst, 2, 0.044
desires, 3, 0.044
desirest, 2, 0.044
desireth, 17, 0.044
desiring, 12, 0.044
desirous, 6, 0.044
desolate, 148, 0.044
desolation, 46, 0.044
desolations, 11, 0.044
despair, 3, 0.044
despaired, 1, 0.044
desperate, 2, 0.044
desperately, 1, 0.044
despise, 37, 0.044
despised, 60, 0.044
despisers, 2, 0.044
despisest, 1, 0.044
despiseth, 19, 0.044
despising, 1, 0.044
despite, 2, 0.044
despiteful, 3, 0.044
despitefully, 3, 0.044
destitute, 8, 0.044
destroy, 261, 0.044
destroyed, 167, 0.044
destroyer, 7, 0.044
destroyers, 4, 0.044
destroyest, 4, 0.044
destroyeth, 8, 0.044
destroying, 14, 0.044
destruction, 94, 0.044
destructions, 3, 0.044
detain, 2, 0.044
detained, 1, 0.044
determinate, 1, 0.044
determination, 1, 0.044
determine, 1, 0.044
determined, 30, 0.044
detest, 1, 0.044
detestable, 6, 0.044
deuel, 4, 0.044
deuteronomy, 1, 0.044
device, 10, 0.044
devices, 16, 0.044
devil, 61, 0.044
devilish, 1, 0.044
devils, 55, 0.044
devise, 16, 0.044
devised, 12, 0.044
deviseth, 8, 0.044
devote, 1, 0.044
devoted, 7, 0.044
devotions, 1, 0.044
devour, 71, 0.044
devoured, 53, 0.044
devourer, 1, 0.044
devourest, 1, 0.044
devoureth, 10, 0.044
devouring, 6, 0.044
devout, 9, 0.044
dew, 37, 0.044
diadem, 4, 0.044
dial, 2, 0.044
diamond, 4, 0.044
diana, 5, 0.044
diblaim, 1, 0.044
diblath, 1, 0.044
dibon, 9, 0.044
dibongad, 2, 0.044
dibri, 1, 0.044
diddest, 1, 0.044
didst, 122, 0.044
didymus, 3, 0.044
die, 321, 0.044
died, 201, 0.044
diest, 1, 0.044
diet, 2, 0.044
dieth, 30, 0.044
differ, 1, 0.044
difference, 12, 0.044
differences, 1, 0.044
differeth, 2, 0.044
differing, 1, 0.044
dig, 13, 0.044
digged, 37, 0.044
diggedst, 1, 0.044
diggeth, 3, 0.044
dignities, 2, 0.044
dignity, 4, 0.044
diklah, 2, 0.044
dilean, 1, 0.044
diligence, 10, 0.044
diligent, 15, 0.044
diligently, 37, 0.044
dim, 9, 0.044
diminish, 8, 0.044
diminished, 5, 0.044
diminishing, 1, 0.044
dimnah, 1, 0.044
dimness, 2, 0.044
dimon, 2, 0.044
dimonah, 1, 0.044
dinah, 8, 0.044
dinaites, 1, 0.044
dine, 3, 0.044
dined, 1, 0.044
dinhabah, 2, 0.044
dinner, 4, 0.044
dionysius, 1, 0.044
diotrephes, 1, 0.044
dip, 10, 0.044
dipped, 10, 0.044
dippeth, 2, 0.044
direct, 10, 0.044
directed, 3, 0.044
directeth, 3, 0.044
direction, 1, 0.044
directly, 2, 0.044
dirt, 3, 0.044
disallow, 1, 0.044
disallowed, 5, 0.044
disannul, 3, 0.044
disannulled, 1, 0.044
disannulleth, 1, 0.044
disannulling, 1, 0.044
disappoint, 1, 0.044
disappointed, 1, 0.044
disappointeth, 1, 0.044
discern, 17, 0.044
discerned, 4, 0.044
discerner, 1, 0.044
discerneth, 1, 0.044
discerning, 2, 0.044
discharge, 1, 0.044
discharged, 1, 0.044
disciple, 29, 0.044
disciples, 244, 0.044
discipline, 1, 0.044
disclose, 1, 0.044
discomfited, 9, 0.044
discomfiture, 1, 0.044
discontented, 1, 0.044
discontinue, 1, 0.044
discord, 2, 0.044
discourage, 1, 0.044
discouraged, 6, 0.044
discover, 12, 0.044
discovered, 22, 0.044
discovereth, 2, 0.044
discovering, 1, 0.044
discreet, 3, 0.044
discreetly, 1, 0.044
discretion, 9, 0.044
disdained, 2, 0.044
disease, 15, 0.044
diseased, 8, 0.044
diseases, 13, 0.044
disfigure, 1, 0.044
disgrace, 1, 0.044
disguise, 3, 0.044
disguised, 5, 0.044
disguiseth, 1, 0.044
dish, 4, 0.044
dishan, 5, 0.044
dishes, 3, 0.044
dishon, 7, 0.044
dishonest, 2, 0.044
dishonesty, 1, 0.044
dishonour, 11, 0.044
dishonourest, 1, 0.044
dishonoureth, 3, 0.044
disinherit, 1, 0.044
dismayed, 31, 0.044
dismaying, 1, 0.044
dismissed, 3, 0.044
disobedience, 6, 0.044
disobedient, 13, 0.044
disobeyed, 1, 0.044
disorderly, 3, 0.044
dispatch, 1, 0.044
dispensation, 4, 0.044
disperse, 8, 0.044
dispersed, 10, 0.044
dispersions, 1, 0.044
displayed, 1, 0.044
displease, 5, 0.044
displeased, 25, 0.044
displeasure, 5, 0.044
disposed, 4, 0.044
disposing, 1, 0.044
disposition, 1, 0.044
dispossess, 2, 0.044
dispossessed, 2, 0.044
disputation, 1, 0.044
disputations, 1, 0.044
dispute, 1, 0.044
disputed, 5, 0.044
disputer, 1, 0.044
disputing, 5, 0.044
disputings, 2, 0.044
disquiet, 1, 0.044
disquieted, 6, 0.044
disquietness, 1, 0.044
dissembled, 3, 0.044
dissemblers, 1, 0.044
dissembleth, 1, 0.044
dissension, 3, 0.044
dissimulation, 2, 0.044
dissolve, 1, 0.044
dissolved, 8, 0.044
dissolvest, 1, 0.044
dissolving, 1, 0.044
distaff, 1, 0.044
distant, 1, 0.044
distil, 2, 0.044
distinction, 1, 0.044
distinctly, 1, 0.044
distracted, 1, 0.044
distraction, 1, 0.044
distress, 33, 0.044
distressed, 11, 0.044
distresses, 8, 0.044
distribute, 5, 0.044
distributed, 6, 0.044
distributeth, 1, 0.044
distributing, 1, 0.044
distribution, 2, 0.044
ditch, 6, 0.044
ditches, 1, 0.044
divers, 37, 0.044
diverse, 8, 0.044
diversities, 3, 0.044
divide, 49, 0.044
divided, 69, 0.044
divider, 1, 0.044
divideth, 10, 0.044
dividing, 7, 0.044
divination, 12, 0.044
divinations, 1, 0.044
divine, 12, 0.044
diviners, 7, 0.044
divineth, 1, 0.044
divining, 1, 0.044
division, 6, 0.044
divisions, 17, 0.044
divorce, 1, 0.044
divorced, 4, 0.044
divorcement, 6, 0.044
dizahab, 1, 0.044
doctor, 1, 0.044
doctors, 2, 0.044
doctrine, 51, 0.044
doctrines, 5, 0.044
dodai, 1, 0.044
dodanim, 2, 0.044
dodavah, 1, 0.044
dodo, 5, 0.044
doeg, 5, 0.044
doer, 8, 0.044
doers, 7, 0.044
doest, 45, 0.044
doeth, 96, 0.044
dog, 17, 0.044
dogs, 24, 0.044
doings, 51, 0.044
doleful, 2, 0.044
dominion, 62, 0.044
dominions, 2, 0.044
done, 565, 0.044
door, 190, 0.044
doorkeeper, 1, 0.044
doorkeepers, 2, 0.044
doors, 71, 0.044
dophkah, 2, 0.044
dor, 7, 0.044
dorcas, 2, 0.044
dost, 55, 0.044
dote, 1, 0.044
doted, 6, 0.044
doth, 207, 0.044
dothan, 3, 0.044
doting, 1, 0.044
double, 26, 0.044
doubled, 4, 0.044
doubletongued, 1, 0.044
doubt, 13, 0.044
doubted, 4, 0.044
doubteth, 1, 0.044
doubtful, 2, 0.044
doubting, 4, 0.044
doubtless, 7, 0.044
doubts, 2, 0.044
dough, 8, 0.044
dove, 19, 0.044
doves, 12, 0.044
downsitting, 1, 0.044
downward, 5, 0.044
dowry, 4, 0.044
drag, 2, 0.044
dragging, 1, 0.044
dragon, 19, 0.044
dragons, 16, 0.044
drams, 6, 0.044
drank, 19, 0.044
draught, 5, 0.044
drave, 13, 0.044
draw, 76, 0.044
drawer, 1, 0.044
drawers, 3, 0.044
draweth, 12, 0.044
drawing, 2, 0.044
drawn, 28, 0.044
dread, 9, 0.044
dreadful, 9, 0.044
dream, 74, 0.044
dreamed, 20, 0.044
dreamer, 4, 0.044
dreamers, 2, 0.044
dreameth, 2, 0.044
dreams, 21, 0.044
dregs, 3, 0.044
dress, 9, 0.044
dressed, 7, 0.044
dresser, 1, 0.044
dressers, 1, 0.044
dresseth, 1, 0.044
drew, 85, 0.044
drewest, 1, 0.044
dried, 39, 0.044
driedst, 1, 0.044
drieth, 3, 0.044
drink, 369, 0.044
drinkers, 1, 0.044
drinketh, 17, 0.044
drinking, 21, 0.044
drinks, 1, 0.044
drive, 57, 0.044
driven, 49, 0.044
driver, 2, 0.044
driveth, 4, 0.044
driving, 4, 0.044
dromedaries, 3, 0.044
dromedary, 1, 0.044
drop, 15, 0.044
dropped, 7, 0.044
droppeth, 1, 0.044
dropping, 3, 0.044
drops, 4, 0.044
dropsy, 1, 0.044
dross, 8, 0.044
drought, 10, 0.044
drove, 12, 0.044
droves, 1, 0.044
drown, 2, 0.044
drowned, 5, 0.044
drowsiness, 1, 0.044
drunk, 30, 0.044
drunkard, 5, 0.044
drunkards, 6, 0.044
drunken, 33, 0.044
drunkenness, 7, 0.044
drusilla, 1, 0.044
dry, 71, 0.044
dryshod, 1, 0.044
due, 31, 0.044
dues, 1, 0.044
duke, 43, 0.044
dukes, 15, 0.044
dulcimer, 3, 0.044
dull, 3, 0.044
dumah, 4, 0.044
dumb, 29, 0.044
dung, 28, 0.044
dungeon, 13, 0.044
dunghill, 7, 0.044
dunghills, 1, 0.044
dura, 1, 0.044
durable, 2, 0.044
dureth, 1, 0.044
durst, 9, 0.044
dust, 108, 0.044
duties, 1, 0.044
duty, 8, 0.044
dwarf, 1, 0.044
dwell, 338, 0.044
dwelled, 6, 0.044
dwellers, 3, 0.044
dwellest, 19, 0.044
dwelleth, 58, 0.044
dwelling, 52, 0.044
dwellingplace, 3, 0.044
dwellingplaces, 5, 0.044
dwellings, 17, 0.044
dwelt, 226, 0.044
dyed, 7, 0.044
dying, 6, 0.044
eagle, 25, 0.044
eagles, 9, 0.044
ear, 120, 0.044
eared, 1, 0.044
earing, 2, 0.044
early, 86, 0.044
earnest, 8, 0.044
earnestly, 16, 0.044
earneth, 2, 0.044
earring, 5, 0.044
earrings, 12, 0.044
ears, 151, 0.044
earth, 987, 0.044
earthen, 10, 0.044
earthly, 5, 0.044
earthquake, 16, 0.044
earthquakes, 3, 0.044
earthy, 4, 0.044
ease, 20, 0.044
eased, 2, 0.044
easier, 8, 0.044
easily, 2, 0.044
east, 157, 0.044
easter, 1, 0.044
eastward, 40, 0.044
easy, 4, 0.044
eat, 655, 0.044
eaten, 105, 0.044
eater, 3, 0.044
eaters, 1, 0.044
eatest, 3, 0.044
eateth, 56, 0.044
eating, 27, 0.044
ebal, 8, 0.044
ebed, 6, 0.044
ebedmelech, 6, 0.044
ebenezer, 3, 0.044
eber, 13, 0.044
ebiasaph, 3, 0.044
ebony, 1, 0.044
ebronah, 2, 0.044
ecclesiastes, 1, 0.044
ed, 1, 0.044
edar, 1, 0.044
eden, 20, 0.044
eder, 3, 0.044
edge, 56, 0.044
edges, 4, 0.044
edification, 4, 0.044
edified, 2, 0.044
edifieth, 3, 0.044
edify, 3, 0.044
edifying, 8, 0.044
edom, 86, 0.044
edomite, 6, 0.044
edomites, 13, 0.044
edrei, 8, 0.044
effect, 14, 0.044
effected, 1, 0.044
effectual, 6, 0.044
effectually, 2, 0.044
effeminate, 1, 0.044
egg, 2, 0.044
eggs, 7, 0.044
eglah, 2, 0.044
eglaim, 1, 0.044
eglon, 13, 0.044
egypt, 611, 0.044
egyptian, 27, 0.044
egyptians, 98, 0.044
ehi, 1, 0.044
ehud, 10, 0.044
eight, 80, 0.044
eighteen, 22, 0.044
eighteenth, 11, 0.044
eighth, 39, 0.044
eightieth, 1, 0.044
eighty, 3, 0.044
either, 41, 0.044
eker, 1, 0.044
ekron, 22, 0.044
ekronites, 2, 0.044
eladah, 1, 0.044
elah, 17, 0.044
elam, 28, 0.044
elamites, 2, 0.044
elasah, 2, 0.044
elath, 5, 0.044
elbethel, 1, 0.044
eldaah, 2, 0.044
eldad, 2, 0.044
elder, 20, 0.044
elders, 179, 0.044
eldest, 14, 0.044
elead, 1, 0.044
elealeh, 5, 0.044
eleasah, 4, 0.044
eleazar, 74, 0.044
elect, 20, 0.044
elected, 1, 0.044
election, 6, 0.044
eleloheisrael, 1, 0.044
elements, 4, 0.044
eleph, 1, 0.044
eleven, 24, 0.044
eleventh, 20, 0.044
elhanan, 4, 0.044
eli, 35, 0.044
eliab, 21, 0.044
eliada, 3, 0.044
eliadah, 1, 0.044
eliah, 2, 0.044
eliahba, 2, 0.044
eliakim, 15, 0.044
eliam, 2, 0.044
elias, 30, 0.044
eliasaph, 6, 0.044
eliashib, 17, 0.044
eliathah, 2, 0.044
elidad, 1, 0.044
eliel, 10, 0.044
elienai, 1, 0.044
eliezer, 15, 0.044
elihoenai, 1, 0.044
elihoreph, 1, 0.044
elihu, 11, 0.044
elijah, 69, 0.044
elika, 1, 0.044
elim, 6, 0.044
elimelech, 6, 0.044
elioenai, 8, 0.044
eliphal, 1, 0.044
eliphalet, 2, 0.044
eliphaz, 15, 0.044
elipheleh, 2, 0.044
eliphelet, 6, 0.044
elisabeth, 9, 0.044
eliseus, 1, 0.044
elisha, 58, 0.044
elishah, 3, 0.044
elishama, 17, 0.044
elishaphat, 1, 0.044
elisheba, 1, 0.044
elishua, 2, 0.044
eliud, 2, 0.044
elizaphan, 4, 0.044
elizur, 5, 0.044
elkanah, 21, 0.044
elkoshite, 1, 0.044
ellasar, 2, 0.044
elmodam, 1, 0.044
elms, 1, 0.044
elnaam, 1, 0.044
elnathan, 7, 0.044
eloi, 2, 0.044
elon, 7, 0.044
elonbethhanan, 1, 0.044
elonites, 1, 0.044
eloquent, 3, 0.044
eloth, 3, 0.044
elpaal, 3, 0.044
elpalet, 1, 0.044
elparan, 1, 0.044
else, 48, 0.044
eltekeh, 2, 0.044
eltekon, 1, 0.044
eltolad, 2, 0.044
elul, 1, 0.044
eluzai, 1, 0.044
elymas, 1, 0.044
elzabad, 2, 0.044
elzaphan, 2, 0.044
embalm, 1, 0.044
embalmed, 3, 0.044
emboldened, 1, 0.044
emboldeneth, 1, 0.044
embrace, 8, 0.044
embraced, 5, 0.044
embracing, 2, 0.044
embroider, 1, 0.044
embroiderer, 2, 0.044
emerald, 5, 0.044
emeralds, 1, 0.044
emerods, 8, 0.044
emims, 2, 0.044
eminent, 4, 0.044
emins, 1, 0.044
emmanuel, 1, 0.044
emmaus, 1, 0.044
emmor, 1, 0.044
empire, 1, 0.044
employ, 1, 0.044
employed, 2, 0.044
employment, 1, 0.044
emptied, 8, 0.044
emptiers, 1, 0.044
emptiness, 1, 0.044
empty, 38, 0.044
emulation, 1, 0.044
emulations, 1, 0.044
enabled, 1, 0.044
enam, 1, 0.044
enan, 5, 0.044
encamp, 11, 0.044
encamped, 33, 0.044
encampeth, 2, 0.044
encamping, 1, 0.044
enchanter, 1, 0.044
enchanters, 1, 0.044
enchantment, 3, 0.044
enchantments, 10, 0.044
encountered, 1, 0.044
encourage, 4, 0.044
encouraged, 5, 0.044
end, 307, 0.044
endamage, 1, 0.044
endanger, 1, 0.044
endangered, 1, 0.044
endeavour, 1, 0.044
endeavoured, 2, 0.044
endeavouring, 1, 0.044
endeavours, 1, 0.044
ended, 21, 0.044
endeth, 1, 0.044
ending, 1, 0.044
endless, 2, 0.044
endor, 3, 0.044
endow, 1, 0.044
ends, 51, 0.044
endued, 5, 0.044
endure, 29, 0.044
endured, 8, 0.044
endureth, 59, 0.044
enduring, 3, 0.044
eneglaim, 1, 0.044
enemies, 269, 0.044
enemy, 110, 0.044
enflaming, 1, 0.044
engaged, 1, 0.044
engannim, 3, 0.044
engedi, 6, 0.044
engines, 2, 0.044
engrafted, 1, 0.044
engrave, 2, 0.044
engraven, 1, 0.044
engraver, 3, 0.044
engravings, 5, 0.044
enhaddah, 1, 0.044
enhakkore, 1, 0.044
enhazor, 1, 0.044
enjoin, 1, 0.044
enjoined, 3, 0.044
enjoy, 14, 0.044
enjoyed, 1, 0.044
enlarge, 10, 0.044
enlarged, 11, 0.044
enlargement, 1, 0.044
enlargeth, 3, 0.044
enlarging, 1, 0.044
enlighten, 1, 0.044
enlightened, 6, 0.044
enlightening, 1, 0.044
enmishpat, 1, 0.044
enmity, 8, 0.044
enoch, 12, 0.044
enos, 7, 0.044
enosh, 1, 0.044
enough, 32, 0.044
enquire, 52, 0.044
enquired, 34, 0.044
enquirest, 1, 0.044
enquiry, 2, 0.044
enrich, 2, 0.044
enriched, 2, 0.044
enrichest, 1, 0.044
enrimmon, 1, 0.044
enrogel, 4, 0.044
ensample, 3, 0.044
ensamples, 3, 0.044
enshemesh, 2, 0.044
ensign, 8, 0.044
ensigns, 1, 0.044
ensnared, 1, 0.044
ensue, 1, 0.044
entangle, 1, 0.044
entangled, 3, 0.044
entangleth, 1, 0.044
entappuah, 1, 0.044
enter, 149, 0.044
entered, 107, 0.044
entereth, 20, 0.044
entering, 46, 0.044
enterprise, 1, 0.044
entertain, 1, 0.044
entertained, 1, 0.044
entice, 8, 0.044
enticed, 3, 0.044
enticeth, 1, 0.044
enticing, 2, 0.044
entire, 1, 0.044
entrance, 11, 0.044
entrances, 1, 0.044
entreat, 2, 0.044
entreated, 9, 0.044
entreateth, 1, 0.044
entries, 1, 0.044
entry, 15, 0.044
envied, 6, 0.044
envies, 1, 0.044
enviest, 1, 0.044
envieth, 1, 0.044
envious, 4, 0.044
environ, 1, 0.044
envy, 20, 0.044
envying, 5, 0.044
envyings, 2, 0.044
epaenetus, 1, 0.044
epaphras, 3, 0.044
epaphroditus, 2, 0.044
ephah, 39, 0.044
ephai, 1, 0.044
epher, 4, 0.044
ephesdammim, 1, 0.044
ephesian, 1, 0.044
ephesians, 4, 0.044
ephesus, 17, 0.044
ephlal, 2, 0.044
ephod, 52, 0.044
ephphatha, 1, 0.044
ephraim, 177, 0.044
ephraimite, 1, 0.044
ephraimites, 5, 0.044
ephratah, 5, 0.044
ephrath, 5, 0.044
ephrathite, 3, 0.044
ephrathites, 1, 0.044
ephron, 13, 0.044
epicureans, 1, 0.044
epistle, 35, 0.044
epistles, 2, 0.044
equal, 21, 0.044
equality, 2, 0.044
equally, 1, 0.044
equals, 1, 0.044
equity, 10, 0.044
er, 11, 0.044
eran, 1, 0.044
eranites, 1, 0.044
erastus, 3, 0.044
ere, 10, 0.044
erech, 1, 0.044
erected, 1, 0.044
eri, 2, 0.044
erites, 1, 0.044
err, 24, 0.044
errand, 3, 0.044
erred, 12, 0.044
erreth, 2, 0.044
error, 13, 0.044
errors, 4, 0.044
esaias, 21, 0.044
esarhaddon, 3, 0.044
esau, 100, 0.044
escape, 59, 0.044
escaped, 58, 0.044
escapeth, 6, 0.044
escaping, 1, 0.044
eschew, 1, 0.044
eschewed, 1, 0.044
escheweth, 2, 0.044
esek, 1, 0.044
eshbaal, 2, 0.044
eshban, 2, 0.044
eshcol, 6, 0.044
eshean, 1, 0.044
eshek, 1, 0.044
eshkalonites, 1, 0.044
eshtaol, 7, 0.044
eshtaulites, 1, 0.044
eshtemoa, 5, 0.044
eshtemoh, 1, 0.044
eshton, 2, 0.044
esli, 1, 0.044
especially, 5, 0.044
espied, 2, 0.044
espousals, 2, 0.044
espoused, 5, 0.044
espy, 2, 0.044
esrom, 3, 0.044
establish, 44, 0.044
established, 74, 0.044
establisheth, 3, 0.044
establishment, 1, 0.044
estate, 17, 0.044
estates, 2, 0.044
esteem, 5, 0.044
esteemed, 11, 0.044
esteemeth, 4, 0.044
esteeming, 1, 0.044
esther, 57, 0.044
estimate, 2, 0.044
estimation, 23, 0.044
estimations, 1, 0.044
estranged, 5, 0.044
etam, 5, 0.044
eternal, 47, 0.044
eternity, 1, 0.044
etham, 4, 0.044
ethan, 7, 0.044
ethanim, 1, 0.044
ethbaal, 1, 0.044
ether, 2, 0.044
ethiopia, 20, 0.044
ethiopian, 8, 0.044
ethiopians, 13, 0.044
ethnan, 1, 0.044
ethni, 1, 0.044
eubulus, 1, 0.044
eunice, 1, 0.044
eunuch, 7, 0.044
eunuchs, 20, 0.044
euodias, 1, 0.044
euphrates, 21, 0.044
euroclydon, 1, 0.044
eutychus, 1, 0.044
evangelist, 2, 0.044
evangelists, 1, 0.044
eve, 4, 0.044
even, 1393, 0.044
evening, 60, 0.044
evenings, 1, 0.044
eveningtide, 2, 0.044
event, 3, 0.044
eventide, 5, 0.044
ever, 476, 0.044
everlasting, 97, 0.044
evermore, 26, 0.044
every, 1236, 0.044
everything, 2, 0.044
evi, 2, 0.044
evidence, 7, 0.044
evidences, 2, 0.044
evident, 5, 0.044
evidently, 2, 0.044
evil, 613, 0.044
evildoer, 2, 0.044
evildoers, 12, 0.044
evilfavouredness, 1, 0.044
evilmerodach, 2, 0.044
evils, 9, 0.044
ewe, 7, 0.044
ewes, 3, 0.044
exact, 8, 0.044
exacted, 2, 0.044
exacteth, 1, 0.044
exaction, 1, 0.044
exactions, 1, 0.044
exactors, 1, 0.044
exalt, 26, 0.044
